municipality,name,year,life_expectancy
0114,Upplands Väsby,2000,79.885
0114,Upplands Väsby,2001,80.08
0114,Upplands Väsby,2002,80.515
0114,Upplands Väsby,2003,80.8
0114,Upplands Väsby,2004,80.69
0114,Upplands Väsby,2005,80.62
0114,Upplands Väsby,2006,80.67
0114,Upplands Väsby,2007,81.325
0114,Upplands Väsby,2008,81.325
0114,Upplands Väsby,2009,81.515
0114,Upplands Väsby,2010,81.98
0114,Upplands Väsby,2011,82.42
0114,Upplands Väsby,2012,81.94
0114,Upplands Väsby,2013,82.095
0115,Vallentuna,2000,80.915
0115,Vallentuna,2001,80.9
0115,Vallentuna,2002,80.945
0115,Vallentuna,2003,80.92
0115,Vallentuna,2004,81.255
0115,Vallentuna,2005,81.35
0115,Vallentuna,2006,81.5
0115,Vallentuna,2007,81.885
0115,Vallentuna,2008,81.87
0115,Vallentuna,2009,82.02
0115,Vallentuna,2010,82.325
0115,Vallentuna,2011,82.57
0115,Vallentuna,2012,82.71
0115,Vallentuna,2013,83.235
0117,Österåker,2000,80.93
0117,Österåker,2001,81.605
0117,Österåker,2002,81.83
0117,Österåker,2003,81.675
0117,Österåker,2004,81.775
0117,Österåker,2005,82.36
0117,Österåker,2006,82.265
0117,Österåker,2007,82.27
0117,Österåker,2008,82.4
0117,Österåker,2009,82.395
0117,Österåker,2010,82.23
0117,Österåker,2011,82.41
0117,Österåker,2012,82.545
0117,Österåker,2013,82.745
0120,Värmdö,2000,80.33
0120,Värmdö,2001,80.385
0120,Värmdö,2002,80.16
0120,Värmdö,2003,80.625
0120,Värmdö,2004,80.855
0120,Värmdö,2005,81.025
0120,Värmdö,2006,81.225
0120,Värmdö,2007,81.515
0120,Värmdö,2008,81.395
0120,Värmdö,2009,81.555
0120,Värmdö,2010,81.745
0120,Värmdö,2011,81.965
0120,Värmdö,2012,82.205
0120,Värmdö,2013,82.255
0123,Järfälla,2000,80.255
0123,Järfälla,2001,80.475
0123,Järfälla,2002,80.695
0123,Järfälla,2003,80.94
0123,Järfälla,2004,81.085
0123,Järfälla,2005,81.485
0123,Järfälla,2006,81.635
0123,Järfälla,2007,82.06
0123,Järfälla,2008,82.215
0123,Järfälla,2009,82.35
0123,Järfälla,2010,82.615
0123,Järfälla,2011,82.845
0123,Järfälla,2012,82.845
0123,Järfälla,2013,83.105
0125,Ekerö,2000,80.925
0125,Ekerö,2001,81.695
0125,Ekerö,2002,81.98
0125,Ekerö,2003,82.44
0125,Ekerö,2004,82.915
0125,Ekerö,2005,82.87
0125,Ekerö,2006,82.9
0125,Ekerö,2007,83.59
0125,Ekerö,2008,83.18
0125,Ekerö,2009,82.95
0125,Ekerö,2010,83.205
0125,Ekerö,2011,83.52
0125,Ekerö,2012,83.405
0125,Ekerö,2013,83.75
0126,Huddinge,2000,79.97
0126,Huddinge,2001,80.145
0126,Huddinge,2002,80.21
0126,Huddinge,2003,80.43
0126,Huddinge,2004,80.54
0126,Huddinge,2005,80.71
0126,Huddinge,2006,80.845
0126,Huddinge,2007,81.105
0126,Huddinge,2008,80.995
0126,Huddinge,2009,81.165
0126,Huddinge,2010,81.45
0126,Huddinge,2011,81.695
0126,Huddinge,2012,81.92
0126,Huddinge,2013,82.26
0127,Botkyrka,2000,79.38
0127,Botkyrka,2001,79.15
0127,Botkyrka,2002,79.51
0127,Botkyrka,2003,79.785
0127,Botkyrka,2004,79.725
0127,Botkyrka,2005,80.025
0127,Botkyrka,2006,80.51
0127,Botkyrka,2007,80.525
0127,Botkyrka,2008,80.705
0127,Botkyrka,2009,81.245
0127,Botkyrka,2010,81.225
0127,Botkyrka,2011,81.21
0127,Botkyrka,2012,81.405
0127,Botkyrka,2013,81.435
0128,Salem,2000,80.735
0128,Salem,2001,81.19
0128,Salem,2002,81.765
0128,Salem,2003,82.13
0128,Salem,2004,82.52
0128,Salem,2005,82.23
0128,Salem,2006,82.49
0128,Salem,2007,82.795
0128,Salem,2008,82.285
0128,Salem,2009,82.365
0128,Salem,2010,82.37
0128,Salem,2011,82.53
0128,Salem,2012,82.635
0128,Salem,2013,82.81
0136,Haninge,2000,79.075
0136,Haninge,2001,79.24
0136,Haninge,2002,79.575
0136,Haninge,2003,79.61
0136,Haninge,2004,79.985
0136,Haninge,2005,80.195
0136,Haninge,2006,80.37
0136,Haninge,2007,80.48
0136,Haninge,2008,80.705
0136,Haninge,2009,80.715
0136,Haninge,2010,80.955
0136,Haninge,2011,81.195
0136,Haninge,2012,81.38
0136,Haninge,2013,81.4
0138,Tyresö,2000,80.445
0138,Tyresö,2001,80.87
0138,Tyresö,2002,81.14
0138,Tyresö,2003,81.09
0138,Tyresö,2004,81.13
0138,Tyresö,2005,81.29
0138,Tyresö,2006,81.23
0138,Tyresö,2007,81.6
0138,Tyresö,2008,81.8
0138,Tyresö,2009,82.18
0138,Tyresö,2010,82.44
0138,Tyresö,2011,82.95
0138,Tyresö,2012,82.86
0138,Tyresö,2013,82.83
0139,Upplands-Bro,2000,79.32
0139,Upplands-Bro,2001,79.63
0139,Upplands-Bro,2002,79.43
0139,Upplands-Bro,2003,79.78
0139,Upplands-Bro,2004,80.345
0139,Upplands-Bro,2005,80.425
0139,Upplands-Bro,2006,80.79
0139,Upplands-Bro,2007,81.37
0139,Upplands-Bro,2008,81.755
0139,Upplands-Bro,2009,81.715
0139,Upplands-Bro,2010,82.025
0139,Upplands-Bro,2011,82.35
0139,Upplands-Bro,2012,82.15
0139,Upplands-Bro,2013,82.2
0140,Nykvarn,2000,79.245
0140,Nykvarn,2001,79.61
0140,Nykvarn,2002,80.35
0140,Nykvarn,2003,81.225
0140,Nykvarn,2004,81.655
0140,Nykvarn,2005,81.905
0140,Nykvarn,2006,81.66
0140,Nykvarn,2007,81.69
0140,Nykvarn,2008,81.205
0140,Nykvarn,2009,81.0
0140,Nykvarn,2010,81.19
0140,Nykvarn,2011,81.42
0140,Nykvarn,2012,81.225
0140,Nykvarn,2013,81.53
0160,Täby,2000,81.595
0160,Täby,2001,81.75
0160,Täby,2002,81.89
0160,Täby,2003,82.11
0160,Täby,2004,82.36
0160,Täby,2005,82.655
0160,Täby,2006,82.795
0160,Täby,2007,82.875
0160,Täby,2008,83.025
0160,Täby,2009,83.215
0160,Täby,2010,83.505
0160,Täby,2011,83.885
0160,Täby,2012,84.105
0160,Täby,2013,84.265
0162,Danderyd,2000,82.525
0162,Danderyd,2001,82.705
0162,Danderyd,2002,82.92
0162,Danderyd,2003,83.28
0162,Danderyd,2004,83.775
0162,Danderyd,2005,83.76
0162,Danderyd,2006,84.11
0162,Danderyd,2007,84.12
0162,Danderyd,2008,84.365
0162,Danderyd,2009,84.375
0162,Danderyd,2010,84.615
0162,Danderyd,2011,84.66
0162,Danderyd,2012,84.935
0162,Danderyd,2013,84.745
0163,Sollentuna,2000,81.565
0163,Sollentuna,2001,81.695
0163,Sollentuna,2002,81.835
0163,Sollentuna,2003,81.76
0163,Sollentuna,2004,82.145
0163,Sollentuna,2005,82.215
0163,Sollentuna,2006,82.22
0163,Sollentuna,2007,82.5
0163,Sollentuna,2008,82.66
0163,Sollentuna,2009,83.035
0163,Sollentuna,2010,82.96
0163,Sollentuna,2011,83.185
0163,Sollentuna,2012,83.335
0163,Sollentuna,2013,83.495
0180,Stockholm,2000,79.18
0180,Stockholm,2001,79.395
0180,Stockholm,2002,79.695
0180,Stockholm,2003,79.935
0180,Stockholm,2004,80.205
0180,Stockholm,2005,80.415
0180,Stockholm,2006,80.73
0180,Stockholm,2007,80.925
0180,Stockholm,2008,81.145
0180,Stockholm,2009,81.385
0180,Stockholm,2010,81.58
0180,Stockholm,2011,81.825
0180,Stockholm,2012,82.035
0180,Stockholm,2013,82.205
0181,Södertälje,2000,78.31
0181,Södertälje,2001,78.59
0181,Södertälje,2002,78.715
0181,Södertälje,2003,78.965
0181,Södertälje,2004,79.345
0181,Södertälje,2005,79.46
0181,Södertälje,2006,79.515
0181,Södertälje,2007,79.79
0181,Södertälje,2008,79.845
0181,Södertälje,2009,80.02
0181,Södertälje,2010,80.375
0181,Södertälje,2011,80.715
0181,Södertälje,2012,81.055
0181,Södertälje,2013,81.28
0182,Nacka,2000,80.27
0182,Nacka,2001,80.49
0182,Nacka,2002,80.58
0182,Nacka,2003,80.855
0182,Nacka,2004,81.07
0182,Nacka,2005,81.305
0182,Nacka,2006,81.515
0182,Nacka,2007,81.645
0182,Nacka,2008,81.735
0182,Nacka,2009,82.13
0182,Nacka,2010,82.47
0182,Nacka,2011,82.74
0182,Nacka,2012,83.06
0182,Nacka,2013,83.175
0183,Sundbyberg,2000,77.44
0183,Sundbyberg,2001,77.525
0183,Sundbyberg,2002,77.93
0183,Sundbyberg,2003,78.48
0183,Sundbyberg,2004,79.045
0183,Sundbyberg,2005,79.095
0183,Sundbyberg,2006,79.815
0183,Sundbyberg,2007,79.985
0183,Sundbyberg,2008,80.32
0183,Sundbyberg,2009,80.655
0183,Sundbyberg,2010,81.155
0183,Sundbyberg,2011,81.115
0183,Sundbyberg,2012,81.315
0183,Sundbyberg,2013,81.5
0184,Solna,2000,78.98
0184,Solna,2001,79.305
0184,Solna,2002,79.535
0184,Solna,2003,79.935
0184,Solna,2004,80.21
0184,Solna,2005,80.67
0184,Solna,2006,80.92
0184,Solna,2007,81.165
0184,Solna,2008,81.44
0184,Solna,2009,81.9
0184,Solna,2010,82.24
0184,Solna,2011,82.425
0184,Solna,2012,82.56
0184,Solna,2013,82.705
0186,Lidingö,2000,81.805
0186,Lidingö,2001,81.835
0186,Lidingö,2002,81.845
0186,Lidingö,2003,82.475
0186,Lidingö,2004,82.665
0186,Lidingö,2005,82.88
0186,Lidingö,2006,83.125
0186,Lidingö,2007,83.67
0186,Lidingö,2008,83.425
0186,Lidingö,2009,83.575
0186,Lidingö,2010,83.88
0186,Lidingö,2011,84.0
0186,Lidingö,2012,83.915
0186,Lidingö,2013,84.21
0187,Vaxholm,2000,79.825
0187,Vaxholm,2001,79.815
0187,Vaxholm,2002,80.05
0187,Vaxholm,2003,80.76
0187,Vaxholm,2004,81.435
0187,Vaxholm,2005,81.89
0187,Vaxholm,2006,82.53
0187,Vaxholm,2007,83.155
0187,Vaxholm,2008,82.645
0187,Vaxholm,2009,82.98
0187,Vaxholm,2010,82.89
0187,Vaxholm,2011,82.62
0187,Vaxholm,2012,82.585
0187,Vaxholm,2013,83.22
0188,Norrtälje,2000,79.695
0188,Norrtälje,2001,79.85
0188,Norrtälje,2002,80.0
0188,Norrtälje,2003,80.085
0188,Norrtälje,2004,80.31
0188,Norrtälje,2005,80.61
0188,Norrtälje,2006,80.82
0188,Norrtälje,2007,80.95
0188,Norrtälje,2008,81.3
0188,Norrtälje,2009,81.46
0188,Norrtälje,2010,81.515
0188,Norrtälje,2011,81.685
0188,Norrtälje,2012,81.885
0188,Norrtälje,2013,81.865
0191,Sigtuna,2000,79.08
0191,Sigtuna,2001,79.1
0191,Sigtuna,2002,79.37
0191,Sigtuna,2003,79.58
0191,Sigtuna,2004,80.015
0191,Sigtuna,2005,79.875
0191,Sigtuna,2006,80.125
0191,Sigtuna,2007,80.37
0191,Sigtuna,2008,80.89
0191,Sigtuna,2009,81.12
0191,Sigtuna,2010,81.57
0191,Sigtuna,2011,82.15
0191,Sigtuna,2012,82.21
0191,Sigtuna,2013,81.965
0192,Nynäshamn,2000,78.61
0192,Nynäshamn,2001,79.26
0192,Nynäshamn,2002,79.43
0192,Nynäshamn,2003,79.68
0192,Nynäshamn,2004,80.14
0192,Nynäshamn,2005,80.325
0192,Nynäshamn,2006,80.165
0192,Nynäshamn,2007,80.685
0192,Nynäshamn,2008,80.52
0192,Nynäshamn,2009,80.36
0192,Nynäshamn,2010,80.58
0192,Nynäshamn,2011,80.775
0192,Nynäshamn,2012,80.435
0192,Nynäshamn,2013,80.955
0305,Håbo,2000,80.05
0305,Håbo,2001,79.91
0305,Håbo,2002,80.535
0305,Håbo,2003,80.7
0305,Håbo,2004,81.75
0305,Håbo,2005,81.81
0305,Håbo,2006,82.04
0305,Håbo,2007,82.04
0305,Håbo,2008,82.005
0305,Håbo,2009,81.995
0305,Håbo,2010,82.215
0305,Håbo,2011,82.3
0305,Håbo,2012,82.495
0305,Håbo,2013,82.595
0319,Älvkarleby,2000,79.71
0319,Älvkarleby,2001,79.67
0319,Älvkarleby,2002,79.77
0319,Älvkarleby,2003,79.715
0319,Älvkarleby,2004,79.825
0319,Älvkarleby,2005,79.68
0319,Älvkarleby,2006,79.875
0319,Älvkarleby,2007,80.28
0319,Älvkarleby,2008,80.63
0319,Älvkarleby,2009,81.15
0319,Älvkarleby,2010,81.18
0319,Älvkarleby,2011,81.34
0319,Älvkarleby,2012,81.28
0319,Älvkarleby,2013,81.41
0330,Knivsta,2000,0.0
0330,Knivsta,2001,81.985
0330,Knivsta,2002,80.8
0330,Knivsta,2003,80.89
0330,Knivsta,2004,81.41
0330,Knivsta,2005,81.5
0330,Knivsta,2006,81.605
0330,Knivsta,2007,81.76
0330,Knivsta,2008,81.835
0330,Knivsta,2009,82.005
0330,Knivsta,2010,82.305
0330,Knivsta,2011,82.5
0330,Knivsta,2012,82.63
0330,Knivsta,2013,82.905
0331,Heby,2000,79.835
0331,Heby,2001,79.91
0331,Heby,2002,79.54
0331,Heby,2003,79.5
0331,Heby,2004,79.935
0331,Heby,2005,80.285
0331,Heby,2006,80.565
0331,Heby,2007,81.34
0331,Heby,2008,81.965
0331,Heby,2009,81.765
0331,Heby,2010,81.72
0331,Heby,2011,82.11
0331,Heby,2012,81.78
0331,Heby,2013,81.435
0360,Tierp,2000,79.885
0360,Tierp,2001,80.35
0360,Tierp,2002,79.905
0360,Tierp,2003,80.155
0360,Tierp,2004,80.22
0360,Tierp,2005,80.56
0360,Tierp,2006,80.58
0360,Tierp,2007,80.75
0360,Tierp,2008,80.48
0360,Tierp,2009,80.605
0360,Tierp,2010,80.85
0360,Tierp,2011,81.355
0360,Tierp,2012,81.62
0360,Tierp,2013,81.895
0380,Uppsala,2000,80.565
0380,Uppsala,2001,80.75
0380,Uppsala,2002,81.105
0380,Uppsala,2003,81.195
0380,Uppsala,2004,81.43
0380,Uppsala,2005,81.785
0380,Uppsala,2006,81.965
0380,Uppsala,2007,82.13
0380,Uppsala,2008,82.4
0380,Uppsala,2009,82.57
0380,Uppsala,2010,82.64
0380,Uppsala,2011,82.655
0380,Uppsala,2012,82.83
0380,Uppsala,2013,83.0
0381,Enköping,2000,81.025
0381,Enköping,2001,80.905
0381,Enköping,2002,80.91
0381,Enköping,2003,81.115
0381,Enköping,2004,81.26
0381,Enköping,2005,81.095
0381,Enköping,2006,81.23
0381,Enköping,2007,81.31
0381,Enköping,2008,81.405
0381,Enköping,2009,81.475
0381,Enköping,2010,81.81
0381,Enköping,2011,81.965
0381,Enköping,2012,82.085
0381,Enköping,2013,82.12
0382,Östhammar,2000,79.92
0382,Östhammar,2001,80.275
0382,Östhammar,2002,80.93
0382,Östhammar,2003,80.735
0382,Östhammar,2004,81.02
0382,Östhammar,2005,81.155
0382,Östhammar,2006,81.13
0382,Östhammar,2007,80.79
0382,Östhammar,2008,80.945
0382,Östhammar,2009,81.125
0382,Östhammar,2010,81.345
0382,Östhammar,2011,81.52
0382,Östhammar,2012,81.815
0382,Östhammar,2013,82.17
0428,Vingåker,2000,79.265
0428,Vingåker,2001,79.275
0428,Vingåker,2002,79.845
0428,Vingåker,2003,79.765
0428,Vingåker,2004,79.945
0428,Vingåker,2005,79.745
0428,Vingåker,2006,80.225
0428,Vingåker,2007,79.855
0428,Vingåker,2008,80.72
0428,Vingåker,2009,80.93
0428,Vingåker,2010,81.41
0428,Vingåker,2011,81.09
0428,Vingåker,2012,82.24
0428,Vingåker,2013,81.59
0461,Gnesta,2000,80.45
0461,Gnesta,2001,80.315
0461,Gnesta,2002,80.2
0461,Gnesta,2003,80.56
0461,Gnesta,2004,80.405
0461,Gnesta,2005,80.545
0461,Gnesta,2006,80.165
0461,Gnesta,2007,80.64
0461,Gnesta,2008,80.27
0461,Gnesta,2009,80.51
0461,Gnesta,2010,80.355
0461,Gnesta,2011,80.905
0461,Gnesta,2012,80.45
0461,Gnesta,2013,81.185
0480,Nyköping,2000,80.1
0480,Nyköping,2001,80.075
0480,Nyköping,2002,80.045
0480,Nyköping,2003,79.975
0480,Nyköping,2004,80.28
0480,Nyköping,2005,80.475
0480,Nyköping,2006,80.77
0480,Nyköping,2007,80.745
0480,Nyköping,2008,80.99
0480,Nyköping,2009,81.065
0480,Nyköping,2010,81.4
0480,Nyköping,2011,81.69
0480,Nyköping,2012,82.15
0480,Nyköping,2013,82.22
0481,Oxelösund,2000,78.735
0481,Oxelösund,2001,78.365
0481,Oxelösund,2002,79.015
0481,Oxelösund,2003,79.045
0481,Oxelösund,2004,79.27
0481,Oxelösund,2005,79.815
0481,Oxelösund,2006,80.41
0481,Oxelösund,2007,79.925
0481,Oxelösund,2008,79.675
0481,Oxelösund,2009,80.015
0481,Oxelösund,2010,80.4
0481,Oxelösund,2011,80.22
0481,Oxelösund,2012,80.68
0481,Oxelösund,2013,81.1
0482,Flen,2000,79.055
0482,Flen,2001,79.04
0482,Flen,2002,79.39
0482,Flen,2003,79.96
0482,Flen,2004,80.24
0482,Flen,2005,80.03
0482,Flen,2006,79.8
0482,Flen,2007,79.65
0482,Flen,2008,79.645
0482,Flen,2009,79.73
0482,Flen,2010,80.23
0482,Flen,2011,80.7
0482,Flen,2012,81.105
0482,Flen,2013,81.03
0483,Katrineholm,2000,79.255
0483,Katrineholm,2001,79.46
0483,Katrineholm,2002,79.69
0483,Katrineholm,2003,79.97
0483,Katrineholm,2004,80.07
0483,Katrineholm,2005,80.695
0483,Katrineholm,2006,80.505
0483,Katrineholm,2007,80.295
0483,Katrineholm,2008,80.77
0483,Katrineholm,2009,80.71
0483,Katrineholm,2010,80.49
0483,Katrineholm,2011,80.745
0483,Katrineholm,2012,81.425
0483,Katrineholm,2013,81.005
0484,Eskilstuna,2000,78.745
0484,Eskilstuna,2001,78.935
0484,Eskilstuna,2002,79.17
0484,Eskilstuna,2003,79.305
0484,Eskilstuna,2004,79.735
0484,Eskilstuna,2005,79.95
0484,Eskilstuna,2006,79.815
0484,Eskilstuna,2007,79.995
0484,Eskilstuna,2008,80.31
0484,Eskilstuna,2009,80.54
0484,Eskilstuna,2010,80.63
0484,Eskilstuna,2011,80.955
0484,Eskilstuna,2012,81.115
0484,Eskilstuna,2013,81.21
0486,Strängnäs,2000,79.825
0486,Strängnäs,2001,79.75
0486,Strängnäs,2002,79.97
0486,Strängnäs,2003,79.875
0486,Strängnäs,2004,80.15
0486,Strängnäs,2005,80.195
0486,Strängnäs,2006,80.5
0486,Strängnäs,2007,80.81
0486,Strängnäs,2008,81.075
0486,Strängnäs,2009,81.16
0486,Strängnäs,2010,81.08
0486,Strängnäs,2011,81.21
0486,Strängnäs,2012,81.6
0486,Strängnäs,2013,81.715
0488,Trosa,2000,79.785
0488,Trosa,2001,80.29
0488,Trosa,2002,80.71
0488,Trosa,2003,81.945
0488,Trosa,2004,81.665
0488,Trosa,2005,81.87
0488,Trosa,2006,81.96
0488,Trosa,2007,81.96
0488,Trosa,2008,80.98
0488,Trosa,2009,81.02
0488,Trosa,2010,80.795
0488,Trosa,2011,80.96
0488,Trosa,2012,81.54
0488,Trosa,2013,82.23
0509,Ödeshög,2000,80.245
0509,Ödeshög,2001,79.86
0509,Ödeshög,2002,80.38
0509,Ödeshög,2003,80.495
0509,Ödeshög,2004,80.75
0509,Ödeshög,2005,80.815
0509,Ödeshög,2006,81.04
0509,Ödeshög,2007,80.885
0509,Ödeshög,2008,80.98
0509,Ödeshög,2009,80.955
0509,Ödeshög,2010,81.03
0509,Ödeshög,2011,82.085
0509,Ödeshög,2012,82.505
0509,Ödeshög,2013,82.87
0512,Ydre,2000,80.63
0512,Ydre,2001,80.365
0512,Ydre,2002,80.035
0512,Ydre,2003,80.455
0512,Ydre,2004,81.085
0512,Ydre,2005,82.21
0512,Ydre,2006,82.025
0512,Ydre,2007,82.03
0512,Ydre,2008,82.39
0512,Ydre,2009,81.93
0512,Ydre,2010,81.825
0512,Ydre,2011,82.42
0512,Ydre,2012,83.23
0512,Ydre,2013,82.895
0513,Kinda,2000,80.77
0513,Kinda,2001,80.435
0513,Kinda,2002,80.74
0513,Kinda,2003,80.99
0513,Kinda,2004,80.365
0513,Kinda,2005,81.25
0513,Kinda,2006,81.975
0513,Kinda,2007,81.505
0513,Kinda,2008,81.28
0513,Kinda,2009,81.885
0513,Kinda,2010,82.01
0513,Kinda,2011,81.85
0513,Kinda,2012,82.33
0513,Kinda,2013,82.92
0560,Boxholm,2000,80.705
0560,Boxholm,2001,81.385
0560,Boxholm,2002,81.175
0560,Boxholm,2003,81.9
0560,Boxholm,2004,81.805
0560,Boxholm,2005,82.035
0560,Boxholm,2006,82.07
0560,Boxholm,2007,82.6
0560,Boxholm,2008,82.52
0560,Boxholm,2009,82.295
0560,Boxholm,2010,82.48
0560,Boxholm,2011,82.49
0560,Boxholm,2012,82.69
0560,Boxholm,2013,82.545
0561,Åtvidaberg,2000,80.245
0561,Åtvidaberg,2001,80.16
0561,Åtvidaberg,2002,80.47
0561,Åtvidaberg,2003,80.815
0561,Åtvidaberg,2004,80.895
0561,Åtvidaberg,2005,81.115
0561,Åtvidaberg,2006,81.1
0561,Åtvidaberg,2007,80.99
0561,Åtvidaberg,2008,80.955
0561,Åtvidaberg,2009,80.885
0561,Åtvidaberg,2010,81.14
0561,Åtvidaberg,2011,81.25
0561,Åtvidaberg,2012,81.515
0561,Åtvidaberg,2013,81.98
0562,Finspång,2000,80.06
0562,Finspång,2001,80.52
0562,Finspång,2002,80.63
0562,Finspång,2003,80.51
0562,Finspång,2004,80.565
0562,Finspång,2005,80.8
0562,Finspång,2006,80.62
0562,Finspång,2007,80.64
0562,Finspång,2008,80.515
0562,Finspång,2009,80.83
0562,Finspång,2010,80.735
0562,Finspång,2011,80.56
0562,Finspång,2012,80.69
0562,Finspång,2013,80.885
0563,Valdemarsvik,2000,80.11
0563,Valdemarsvik,2001,80.535
0563,Valdemarsvik,2002,80.825
0563,Valdemarsvik,2003,80.535
0563,Valdemarsvik,2004,81.025
0563,Valdemarsvik,2005,80.6
0563,Valdemarsvik,2006,80.23
0563,Valdemarsvik,2007,79.645
0563,Valdemarsvik,2008,80.165
0563,Valdemarsvik,2009,80.385
0563,Valdemarsvik,2010,80.675
0563,Valdemarsvik,2011,81.465
0563,Valdemarsvik,2012,81.695
0563,Valdemarsvik,2013,81.49
0580,Linköping,2000,80.79
0580,Linköping,2001,81.095
0580,Linköping,2002,81.01
0580,Linköping,2003,81.07
0580,Linköping,2004,81.075
0580,Linköping,2005,81.265
0580,Linköping,2006,81.34
0580,Linköping,2007,81.7
0580,Linköping,2008,81.995
0580,Linköping,2009,82.395
0580,Linköping,2010,82.555
0580,Linköping,2011,82.735
0580,Linköping,2012,82.79
0580,Linköping,2013,82.95
0581,Norrköping,2000,78.92
0581,Norrköping,2001,78.95
0581,Norrköping,2002,79.345
0581,Norrköping,2003,79.56
0581,Norrköping,2004,79.845
0581,Norrköping,2005,80.04
0581,Norrköping,2006,80.23
0581,Norrköping,2007,80.175
0581,Norrköping,2008,80.37
0581,Norrköping,2009,80.49
0581,Norrköping,2010,80.8
0581,Norrköping,2011,80.77
0581,Norrköping,2012,81.08
0581,Norrköping,2013,81.355
0582,Söderköping,2000,80.57
0582,Söderköping,2001,80.535
0582,Söderköping,2002,80.89
0582,Söderköping,2003,80.865
0582,Söderköping,2004,80.905
0582,Söderköping,2005,81.2
0582,Söderköping,2006,80.825
0582,Söderköping,2007,81.44
0582,Söderköping,2008,81.7
0582,Söderköping,2009,81.99
0582,Söderköping,2010,82.005
0582,Söderköping,2011,82.18
0582,Söderköping,2012,82.1
0582,Söderköping,2013,81.99
0583,Motala,2000,78.955
0583,Motala,2001,78.995
0583,Motala,2002,79.22
0583,Motala,2003,79.435
0583,Motala,2004,79.96
0583,Motala,2005,80.13
0583,Motala,2006,80.73
0583,Motala,2007,80.92
0583,Motala,2008,80.97
0583,Motala,2009,81.11
0583,Motala,2010,81.41
0583,Motala,2011,81.225
0583,Motala,2012,81.49
0583,Motala,2013,81.65
0584,Vadstena,2000,80.61
0584,Vadstena,2001,80.355
0584,Vadstena,2002,80.85
0584,Vadstena,2003,80.585
0584,Vadstena,2004,80.675
0584,Vadstena,2005,80.89
0584,Vadstena,2006,80.93
0584,Vadstena,2007,81.35
0584,Vadstena,2008,82.43
0584,Vadstena,2009,82.6
0584,Vadstena,2010,82.775
0584,Vadstena,2011,83.27
0584,Vadstena,2012,83.325
0584,Vadstena,2013,83.125
0586,Mjölby,2000,79.885
0586,Mjölby,2001,79.94
0586,Mjölby,2002,80.305
0586,Mjölby,2003,80.4
0586,Mjölby,2004,80.78
0586,Mjölby,2005,81.08
0586,Mjölby,2006,81.385
0586,Mjölby,2007,81.135
0586,Mjölby,2008,81.02
0586,Mjölby,2009,80.845
0586,Mjölby,2010,81.125
0586,Mjölby,2011,81.36
0586,Mjölby,2012,81.68
0586,Mjölby,2013,82.035
0604,Aneby,2000,79.325
0604,Aneby,2001,78.395
0604,Aneby,2002,78.03
0604,Aneby,2003,80.06
0604,Aneby,2004,79.395
0604,Aneby,2005,79.565
0604,Aneby,2006,80.73
0604,Aneby,2007,80.92
0604,Aneby,2008,79.965
0604,Aneby,2009,79.78
0604,Aneby,2010,80.175
0604,Aneby,2011,80.655
0604,Aneby,2012,80.985
0604,Aneby,2013,82.34
0617,Gnosjö,2000,80.05
0617,Gnosjö,2001,79.29
0617,Gnosjö,2002,80.105
0617,Gnosjö,2003,79.915
0617,Gnosjö,2004,80.405
0617,Gnosjö,2005,80.78
0617,Gnosjö,2006,81.39
0617,Gnosjö,2007,81.84
0617,Gnosjö,2008,82.515
0617,Gnosjö,2009,82.485
0617,Gnosjö,2010,82.06
0617,Gnosjö,2011,81.375
0617,Gnosjö,2012,81.255
0617,Gnosjö,2013,81.17
0642,Mullsjö,2000,81.065
0642,Mullsjö,2001,81.455
0642,Mullsjö,2002,81.315
0642,Mullsjö,2003,81.105
0642,Mullsjö,2004,81.595
0642,Mullsjö,2005,81.88
0642,Mullsjö,2006,81.63
0642,Mullsjö,2007,81.63
0642,Mullsjö,2008,81.455
0642,Mullsjö,2009,81.61
0642,Mullsjö,2010,81.935
0642,Mullsjö,2011,82.26
0642,Mullsjö,2012,82.75
0642,Mullsjö,2013,83.0
0643,Habo,2000,80.625
0643,Habo,2001,81.3
0643,Habo,2002,82.085
0643,Habo,2003,82.01
0643,Habo,2004,82.705
0643,Habo,2005,82.515
0643,Habo,2006,82.385
0643,Habo,2007,82.51
0643,Habo,2008,82.075
0643,Habo,2009,82.205
0643,Habo,2010,82.23
0643,Habo,2011,82.325
0643,Habo,2012,82.925
0643,Habo,2013,83.4
0662,Gislaved,2000,80.355
0662,Gislaved,2001,80.49
0662,Gislaved,2002,80.77
0662,Gislaved,2003,81.085
0662,Gislaved,2004,80.87
0662,Gislaved,2005,80.81
0662,Gislaved,2006,80.95
0662,Gislaved,2007,80.965
0662,Gislaved,2008,80.945
0662,Gislaved,2009,81.7
0662,Gislaved,2010,81.62
0662,Gislaved,2011,81.82
0662,Gislaved,2012,82.11
0662,Gislaved,2013,82.015
0665,Vaggeryd,2000,80.155
0665,Vaggeryd,2001,80.255
0665,Vaggeryd,2002,80.935
0665,Vaggeryd,2003,80.86
0665,Vaggeryd,2004,81.525
0665,Vaggeryd,2005,81.65
0665,Vaggeryd,2006,81.925
0665,Vaggeryd,2007,81.755
0665,Vaggeryd,2008,81.76
0665,Vaggeryd,2009,81.935
0665,Vaggeryd,2010,82.04
0665,Vaggeryd,2011,81.715
